,name,sex,count,syllables,consonants,ratio
85019,Quinlan,M,2317,2,4,2
85020,Quinte,M,6,2,3,1.5
85021,Quintel,M,294,2,4,2
85022,Quinzell,M,59,2,5,2.5
85023,Quyen,M,42,1,3,3
85024,Raegen,M,5,2,3,1.5
85025,Rafal,M,194,2,3,1.5
85026,Rahshon,M,18,2,5,2.5
85027,Rahson,M,11,2,4,2
85028,Rajaee,M,15,2,2,1
85029,Rajat,M,108,2,3,1.5
85030,Ramal,M,117,2,3,1.5
85031,Ramee,M,6,2,2,1
85032,Rameen,M,105,2,3,1.5
85033,Ranon,M,59,2,3,1.5
85034,Raoof,M,5,1,2,2
85035,Rashaud,M,1226,2,4,2
85036,Rashea,M,5,2,3,1.5
85037,Rashem,M,11,2,4,2
85038,Rason,M,59,2,3,1.5
85039,Rassan,M,29,2,4,2
85040,Raygen,M,67,2,4,2
85041,Rayshaun,M,957,2,5,2.5
85042,Reico,M,10,2,2,1
85043,Rhian,M,108,1,3,3
85044,Rishard,M,230,2,5,2.5
85045,Roderrick,M,46,3,6,2
85046,Romal,M,10,2,3,1.5
85047,Roozbeh,M,16,2,4,2
85048,Rosheen,M,6,2,4,2
85049,Royale,M,374,2,3,1.5
85050,Ruark,M,14,2,3,1.5
85051,Rushun,M,5,2,4,2
85052,Rustan,M,11,2,4,2
85053,Rynell,M,83,2,5,2.5
85054,Sakima,M,10,3,3,1
85055,Saquan,M,728,2,3,1.5
85056,Saurabh,M,67,2,4,2
85057,Schyler,M,767,2,6,3
85058,Shadeed,M,181,2,4,2
85059,Shahab,M,153,2,4,2
85060,Shahzad,M,102,2,5,2.5
85061,Shaki,M,53,2,3,1.5
85062,Shamik,M,51,2,4,2
85063,Shaquilla,M,36,3,5,1.666666667
85064,Sharome,M,5,3,4,1.333333333
85065,Shauwn,M,6,1,4,4
85066,Shavaughn,M,11,2,6,3
85067,Shaylin,M,10,2,5,2.5
85068,Sherrard,M,47,2,6,3
85069,Shneur,M,459,1,4,4
85070,Shonski,M,5,2,5,2.5
85071,Smauel,M,52,1,3,3
85072,Sparrow,M,76,2,5,2.5
85073,Steveland,M,21,3,6,2
85074,Sudhir,M,12,2,4,2
85075,Sulieman,M,21,3,4,1.333333333
85076,Surya,M,902,2,3,1.5
85077,Symon,M,410,2,4,2
85078,Tabori,M,5,3,3,1
85079,Taboris,M,31,3,4,1.333333333
85080,Taiwon,M,5,2,3,1.5
85081,Tajiddin,M,25,3,5,1.666666667
85082,Talin,M,594,2,3,1.5
85083,Tamba,M,11,2,3,1.5
85084,Tanay,M,469,2,3,1.5
85085,Taray,M,92,2,3,1.5
85086,Tarnell,M,6,2,5,2.5
85087,Tarrod,M,5,2,4,2
85088,Tarvaris,M,107,3,5,1.666666667
85089,Tasos,M,6,2,3,1.5
85090,Taurice,M,39,3,3,1
85091,Tavalas,M,5,3,4,1.333333333
85092,Tavar,M,29,2,3,1.5
85093,Tawayne,M,15,3,4,1.333333333
85094,Tayvon,M,1320,2,4,2
85095,Teco,M,9,2,2,1
85096,Teejay,M,116,2,3,1.5
85097,Tejas,M,1229,2,3,1.5
85098,Telvin,M,559,2,4,2
85099,Terelle,M,352,3,4,1.333333333
85100,Terric,M,36,2,4,2
85101,Theofanis,M,10,3,5,1.666666667
85102,Thien,M,952,1,3,3
85103,Ti,M,57,1,1,1
85104,Timmon,M,6,2,4,2
85105,Tlaloc,M,212,2,4,2
85106,Tramine,M,30,3,4,1.333333333
85107,Travaris,M,414,3,5,1.666666667
85108,Travone,M,258,3,4,1.333333333
85109,Travor,M,109,2,4,2
85110,Traylon,M,261,2,5,2.5
85111,Tristian,M,6933,2,5,2.5
85112,Truong,M,237,1,4,4
85113,Tyrelle,M,788,3,5,1.666666667
85114,Tyri,M,101,2,3,1.5
85115,Tyrick,M,345,2,5,2.5
85116,Tyshaun,M,1829,2,5,2.5
85117,Tywand,M,5,2,5,2.5
85118,Tywaun,M,221,2,4,2
85119,Uday,M,186,2,2,1
85120,Usama,M,171,3,2,0.666666667
85121,Varion,M,7,2,3,1.5
85122,Vishnu,M,989,2,4,2
85123,Wael,M,408,1,2,2
85124,Warees,M,6,2,3,1.5
85125,Weylon,M,16,2,4,2
85126,Xuan,M,25,1,2,2
85127,Zachari,M,810,3,4,1.333333333
85128,Zacheriah,M,633,3,5,1.666666667
85129,Zakery,M,1342,3,4,1.333333333
85130,Zeth,M,1142,1,3,3
85131,Zuberi,M,19,3,3,1
85132,Zuriel,M,1437,2,3,1.5
85133,Aalon,M,5,2,2,1
85134,Aaraon,M,5,2,2,1
85135,Aba,M,5,2,1,0.5
85136,Abdulaziz,M,1326,4,5,1.25
85137,Abdulrahman,M,2267,4,7,1.75
85138,Abid,M,339,2,2,1
85139,Adebola,M,10,4,3,0.75
85140,Adika,M,13,3,2,0.666666667
85141,Adrew,M,31,2,3,1.5
85142,Alani,M,63,3,2,0.666666667
85143,Aljandro,M,45,3,5,1.666666667
85144,Allateef,M,5,3,4,1.333333333
85145,Alyx,M,139,2,3,1.5
85146,Amandeep,M,237,3,4,1.333333333
85147,Anas,M,1986,2,2,1
85148,Andretti,M,43,3,5,1.666666667
85149,Andrue,M,597,2,3,1.5
85150,Aneudy,M,106,3,3,1
85151,Ankit,M,790,2,3,1.5
85152,Anoop,M,200,2,2,1
85153,Ansar,M,80,2,3,1.5
85154,Anthone,M,130,3,4,1.333333333
85155,Antwana,M,7,3,4,1.333333333
85156,Anwon,M,5,2,3,1.5
85157,Arben,M,264,2,3,1.5
85158,Arien,M,550,2,2,1
85159,Arnab,M,32,2,3,1.5
85160,Artavious,M,455,3,4,1.333333333
85161,Aryan,M,5924,3,3,1
85162,Asaf,M,294,2,2,1
85163,Ashkan,M,208,2,4,2
85164,Bamidele,M,21,4,4,1
85165,Barett,M,138,2,4,2
85166,Baruti,M,6,3,3,1
85167,Basem,M,112,2,3,1.5
85168,Basim,M,259,2,3,1.5
85169,Benjamyn,M,316,3,6,2
85170,Biju,M,17,2,2,1
85171,Biko,M,30,2,2,1
85172,Binu,M,8,2,2,1
85173,Binyamin,M,742,3,5,1.666666667
85174,Boz,M,5,1,2,2
85175,Bradden,M,106,2,5,2.5
85176,Breandan,M,164,2,5,2.5
85177,Briann,M,20,1,4,4
85178,Brin,M,37,1,3,3
85179,Bryann,M,108,1,5,5
85180,Byan,M,75,1,3,3
85181,Calum,M,1607,2,3,1.5
85182,Camil,M,63,2,3,1.5
85183,Camren,M,6094,2,4,2
85184,Casen,M,4318,2,3,1.5
85185,Castro,M,6,2,4,2
85186,Cayenne,M,32,2,4,2
85187,Cemal,M,7,2,3,1.5
85188,Chadlee,M,5,2,4,2
85189,Chantry,M,147,2,6,3
85190,Chard,M,5,1,4,4
85191,Chastin,M,430,2,5,2.5
85192,Chayne,M,240,2,4,2
85193,Chevez,M,69,2,4,2
85194,Chima,M,272,2,3,1.5
85195,Christophermich,M,52,4,11,2.75
85196,Cierra,M,36,2,3,1.5
85197,Ciprian,M,6,2,4,2
85198,Cleason,M,22,2,4,2
85199,Colten,M,14380,2,4,2
85200,Copper,M,216,2,4,2
85201,Corinthians,M,26,3,7,2.333333333
85202,Coron,M,84,2,3,1.5
85203,Cypress,M,500,2,6,3
85204,Daisuke,M,132,3,3,1
85205,Dam,M,69,1,2,2
85206,Damarco,M,728,3,4,1.333333333
85207,Damiene,M,5,3,3,1
85208,Damine,M,40,3,3,1
85209,Daniyel,M,26,2,4,2
85210,Danzell,M,199,2,5,2.5
85211,Darico,M,29,3,3,1
85212,Darrious,M,384,2,4,2
85213,Daton,M,88,2,3,1.5
85214,Datrick,M,10,2,5,2.5
85215,Davan,M,247,2,3,1.5
85216,Davidlee,M,168,3,4,1.333333333
85217,Deaven,M,581,2,3,1.5
85218,Dectrick,M,7,2,6,3
85219,Deguan,M,12,2,3,1.5
85220,Dejesus,M,22,3,4,1.333333333
85221,Dekendrick,M,192,3,7,2.333333333
85222,Delani,M,15,3,3,1
85223,Delson,M,65,2,4,2
85224,Demarius,M,1879,3,4,1.333333333
85225,Demel,M,16,2,3,1.5
85226,Demien,M,11,2,3,1.5
85227,Demille,M,10,3,4,1.333333333
85228,Demitris,M,142,3,5,1.666666667
85229,Demorio,M,71,3,3,1
85230,Demorrio,M,21,3,4,1.333333333
85231,Denario,M,100,3,3,1
85232,Dennys,M,447,2,5,2.5
85233,Deondrick,M,114,2,6,3
85234,Derike,M,6,3,3,1
85235,Derius,M,543,2,3,1.5
85236,Desman,M,179,2,4,2
85237,Devann,M,8,2,4,2
85238,Dewaun,M,140,2,3,1.5
85239,Dialo,M,10,2,2,1
85240,Dominigue,M,46,4,4,1
85241,Donshay,M,64,2,5,2.5
85242,Donye,M,257,2,3,1.5
85243,Dorsett,M,29,2,5,2.5
85244,Drapper,M,5,2,5,2.5
85245,Dumaka,M,5,3,3,1
85246,Duong,M,164,2,3,1.5
85247,Duy,M,809,1,2,2
85248,Dyshon,M,102,2,5,2.5
85249,Ebin,M,318,2,2,1
85250,Eddieberto,M,43,4,5,1.25
85251,Eitan,M,1780,2,2,1
85252,Elisah,M,102,3,3,1
85253,Emre,M,738,2,2,1
85254,Enriquez,M,32,3,4,1.333333333
85255,Esquiel,M,6,2,3,1.5
85256,Eunique,M,10,3,2,0.666666667
85257,Fahad,M,1219,2,3,1.5
85258,Farooq,M,80,2,3,1.5
85259,Firas,M,422,2,3,1.5
85260,Fuad,M,438,1,2,2
85261,Gadiel,M,1336,2,3,1.5
85262,Gejuan,M,20,2,3,1.5
85263,Geordan,M,555,2,4,2
85264,Gered,M,39,2,3,1.5
85265,Gerell,M,136,2,4,2
85266,Germar,M,12,2,4,2
85267,Ghassan,M,316,2,5,2.5
85268,Grahame,M,6,3,4,1.333333333
85269,Gzim,M,5,1,3,3
85270,Haleigh,M,9,2,4,2
85271,Hamin,M,33,2,3,1.5
85272,Hannan,M,102,2,4,2
85273,Harilaos,M,5,3,4,1.333333333
85274,Hasheem,M,70,2,4,2
85275,Hassen,M,169,2,4,2
85276,Hazem,M,236,2,3,1.5
85277,Hershy,M,699,2,5,2.5
85278,Husam,M,387,2,3,1.5
85279,Hussain,M,1451,2,4,2
85280,Icholas,M,70,3,4,1.333333333
85281,Ikaika,M,900,3,2,0.666666667
85282,Ikenna,M,611,3,3,1
85283,Iron,M,18,2,2,1
85284,Isael,M,1948,2,2,1
85285,Issaac,M,163,2,3,1.5
85286,Jaamal,M,81,2,3,1.5
85287,Jaaron,M,314,2,3,1.5
85288,Jacory,M,1186,3,4,1.333333333
85289,Jacquay,M,17,2,4,2
85290,Jadrian,M,517,2,4,2
85291,Jaisen,M,246,2,3,1.5
85292,Jamer,M,39,2,3,1.5
85293,Janard,M,168,2,4,2
85294,Jaran,M,236,2,3,1.5
85295,Jarian,M,348,2,3,1.5
85296,Jarrah,M,5,2,4,2
85297,Jaruis,M,26,2,3,1.5
85298,Jarvas,M,15,2,4,2
85299,Jarvon,M,60,2,4,2
85300,Jasey,M,5,2,3,1.5
85301,Jauron,M,56,2,3,1.5
85302,Javares,M,219,3,4,1.333333333
85303,Javarus,M,289,3,4,1.333333333
85304,Javian,M,2475,2,3,1.5
85305,Jebidiah,M,107,3,4,1.333333333
85306,Jerick,M,750,2,4,2
85307,Jerimaine,M,10,4,4,1
85308,Jerimee,M,5,3,3,1
85309,Jessiah,M,1459,2,4,2
85310,Jigar,M,147,2,3,1.5
85312,Jocqua,M,5,2,3,1.5
85313,Joemar,M,34,2,3,1.5
85314,Johanny,M,42,3,5,1.666666667
85315,Johathon,M,114,3,5,1.666666667
85316,Johnanthony,M,503,4,8,2
85317,Jomel,M,68,2,3,1.5
85318,Jonta,M,216,2,3,1.5
85319,Joplin,M,5,2,4,2
85320,Josel,M,76,2,3,1.5
85321,Joseramon,M,55,4,5,1.25
85322,Jossue,M,650,2,3,1.5
85323,Jovanni,M,5223,3,4,1.333333333
85324,Jovany,M,4352,3,4,1.333333333
85325,Jovian,M,385,3,3,1
85326,Juliocesar,M,444,4,5,1.25
85327,Jumah,M,6,2,3,1.5
85328,Kagan,M,595,2,3,1.5
85329,Kalief,M,188,2,3,1.5
85330,Kalim,M,123,2,3,1.5
85331,Kamari,M,6853,3,3,1
85332,Kantrell,M,54,2,6,3
85333,Kareme,M,5,3,3,1
85334,Karif,M,10,2,3,1.5
85335,Kasib,M,12,2,3,1.5
85336,Kassey,M,5,2,4,2
85337,Keani,M,35,2,2,1
85338,Kearston,M,6,2,5,2.5
85339,Keeon,M,118,1,2,2
85340,Keitric,M,5,2,4,2
85341,Kene,M,28,2,2,1
85342,Kenjuan,M,37,2,4,2
85343,Kenson,M,387,2,4,2
85344,Kentae,M,26,2,3,1.5
85345,Kenten,M,29,2,4,2
85346,Kentrail,M,179,2,5,2.5
85347,Kentral,M,45,2,5,2.5
85348,Kentrel,M,330,2,5,2.5
85349,Keo,M,207,2,1,0.5
85350,Keonta,M,417,2,3,1.5
85351,Kerick,M,6,2,4,2
85352,Kerk,M,10,1,3,3
85353,Keshaun,M,2212,2,4,2
85354,Ketric,M,11,2,4,2
85355,Keylon,M,427,2,4,2
85356,Keynon,M,51,2,4,2
85357,Khali,M,547,2,3,1.5
85358,Khalik,M,194,2,4,2
85359,Khurram,M,40,2,5,2.5
85360,Kinsley,M,140,2,5,2.5
85361,Kiril,M,150,2,3,1.5
85362,Klye,M,297,1,3,3
85363,Koa,M,1862,1,1,1
85364,Kortez,M,628,2,4,2
85365,Koty,M,454,2,3,1.5
85366,Kristapher,M,69,3,7,2.333333333
85367,Kristoper,M,21,3,6,2
85368,Kujtim,M,16,2,4,2
85369,Kumari,M,31,3,3,1
85370,Kwang,M,5,1,4,4
85371,Kyah,M,27,1,3,3
85372,Kyleigh,M,6,2,5,2.5
85373,Ladarrius,M,1153,3,5,1.666666667
85374,Laderick,M,6,3,5,1.666666667
85375,Ladrick,M,8,2,5,2.5
85376,Lajon,M,30,2,3,1.5
85377,Lakeem,M,138,2,3,1.5
85378,Lakota,M,1308,3,3,1
85379,Lamarkus,M,153,3,5,1.666666667
85380,Lamech,M,16,2,4,2
85381,Landrick,M,6,2,6,3
85382,Lanoris,M,7,3,4,1.333333333
85383,Laquinn,M,53,2,4,2
85384,Laremy,M,24,3,4,1.333333333
85385,Laroderick,M,21,4,6,1.5
85386,Latravis,M,138,3,5,1.666666667
85387,Lavonte,M,1190,3,4,1.333333333
85388,Lawarren,M,6,3,5,1.666666667
85389,Lecedric,M,16,3,5,1.666666667
85390,Lemarr,M,26,2,4,2
85391,Lemel,M,16,2,3,1.5
85392,Lendale,M,15,3,4,1.333333333
85393,Lequient,M,7,2,4,2
85394,Lito,M,22,2,2,1
85395,Lydale,M,5,3,4,1.333333333
85396,Mackensie,M,5,3,5,1.666666667
85397,Mackenzi,M,11,3,5,1.666666667
85398,Mahmood,M,321,2,4,2
85399,Maricus,M,125,3,4,1.333333333
85400,Marquinn,M,75,2,5,2.5
85401,Marshun,M,217,2,5,2.5
85402,Martinis,M,5,3,5,1.666666667
85403,Masud,M,185,2,3,1.5
85404,Mate,M,62,1,2,2
85405,Mateen,M,523,2,3,1.5
85406,Maximillion,M,546,4,6,1.5
85407,Mehan,M,5,2,3,1.5
85408,Menashe,M,305,3,4,1.333333333
85409,Michaelanthony,M,547,5,9,1.8
85410,Mondra,M,5,2,4,2
85411,Monterio,M,311,3,4,1.333333333
85412,Mostafa,M,652,3,4,1.333333333
85413,Mousa,M,371,2,2,1
85414,Mumin,M,114,2,3,1.5
85415,Mychal,M,1969,2,5,2.5
85416,Mychel,M,10,2,5,2.5
85417,Namath,M,5,2,4,2
85418,Nathane,M,25,3,4,1.333333333
85419,Nichalaus,M,6,3,5,1.666666667
85420,Nichlaus,M,40,2,5,2.5
85421,Nichlous,M,24,2,5,2.5
85422,Nicholous,M,129,3,5,1.666666667
85423,Nickalos,M,265,3,5,1.666666667
85424,Nickalous,M,172,3,5,1.666666667
85425,Nickolos,M,56,3,5,1.666666667
85426,Nickolous,M,44,3,5,1.666666667
85427,Nihar,M,297,2,3,1.5
85428,Nii,M,57,1,1,1
85429,Nikolos,M,217,3,4,1.333333333
85430,Nocholas,M,103,3,5,1.666666667
85431,Olakunle,M,10,4,4,1
85432,Olatunde,M,19,4,4,1
85433,Ophir,M,16,2,3,1.5
85434,Oshua,M,95,2,2,1
85435,Pang,M,11,1,3,3
85436,Parren,M,6,2,4,2
85437,Qaadir,M,93,2,3,1.5
85438,Qadree,M,24,2,3,1.5
85439,Quantas,M,12,2,4,2
85440,Quarterrio,M,11,3,5,1.666666667
85441,Quartez,M,381,2,4,2
85442,Quian,M,11,1,2,2
85443,Quindell,M,161,2,5,2.5
85444,Randen,M,286,2,4,2
85445,Rashand,M,5,2,5,2.5
85446,Renado,M,5,3,3,1
85447,Riah,M,5,1,2,2
85448,Riko,M,52,2,2,1
85449,Roarke,M,295,1,3,3
85450,Romale,M,27,3,3,1
85451,Ronak,M,875,2,3,1.5
85452,Rontae,M,76,2,3,1.5
85453,Rourke,M,269,1,3,3
85454,Saif,M,1754,2,2,1
85455,Sajan,M,266,2,3,1.5
85456,Seith,M,125,1,3,3
85457,Senneca,M,11,3,4,1.333333333
85458,Sequoya,M,5,2,3,1.5
85459,Shadee,M,73,2,3,1.5
85460,Shadley,M,6,2,5,2.5
85461,Shahin,M,281,2,4,2
85462,Shamal,M,172,2,4,2
85463,Shamarr,M,294,2,5,2.5
85464,Shammah,M,52,2,5,2.5
85465,Shawkat,M,6,2,5,2.5
85466,Shawun,M,5,2,4,2
85467,Shephen,M,23,2,5,2.5
85468,Shevy,M,16,2,4,2
85469,Shin,M,91,1,3,3
85470,Shoun,M,6,1,3,3
85471,Shu,M,57,1,2,2
85472,Siddeeq,M,10,2,4,2
85473,Sri,M,5,1,2,2
85474,Srikanth,M,13,2,6,3
85475,Tabu,M,5,2,2,1
85476,Tafari,M,733,3,3,1
85477,Taijuan,M,64,2,3,1.5
85478,Tamon,M,190,2,3,1.5
85479,Tawon,M,42,2,3,1.5
85480,Tayler,M,2453,2,4,2
85481,Teja,M,73,2,2,1
85482,Tejuan,M,68,2,3,1.5
85483,Terik,M,114,2,3,1.5
85484,Theus,M,59,1,3,3
85485,Thinh,M,227,1,4,4
85486,Tionne,M,86,2,3,1.5
85487,Tirell,M,55,2,4,2
85488,Toan,M,405,1,2,2
85489,Tobais,M,10,2,3,1.5
85490,Torell,M,63,2,4,2
85491,Tornell,M,5,2,5,2.5
85492,Travin,M,433,2,4,2
85493,Travolta,M,11,3,5,1.666666667
85494,Trinton,M,721,2,5,2.5
85495,Tyrand,M,6,2,5,2.5
85496,Tyrane,M,22,3,4,1.333333333
85497,Ubong,M,10,2,3,1.5
85498,Un,M,7,1,1,1
85499,Ustin,M,113,2,3,1.5
85500,Vache,M,5,2,3,1.5
85501,Vahid,M,22,2,3,1.5
85502,Vasilis,M,180,3,4,1.333333333
85503,Vasily,M,91,3,4,1.333333333
85504,Vikash,M,162,2,4,2
85505,Waheed,M,52,2,3,1.5
85506,Waylin,M,220,2,4,2
85507,Woo,M,10,1,1,1
85508,Yoon,M,80,1,2,2
85509,Yusuke,M,272,3,3,1
85510,Zahid,M,770,2,3,1.5
85511,Zebediah,M,510,3,4,1.333333333
85512,Zebulan,M,102,3,4,1.333333333
85513,Zebulen,M,56,3,4,1.333333333
85514,Zikomo,M,5,3,3,1
85515,Aakash,M,953,2,3,1.5
85516,Aarn,M,17,1,2,2
85517,Abed,M,193,2,2,1
85518,Abrahim,M,601,3,4,1.333333333
85519,Adali,M,24,3,2,0.666666667
85520,Adebayo,M,125,3,3,1
85521,Adeyinka,M,5,3,4,1.333333333
85522,Adham,M,746,2,3,1.5
85523,Adib,M,229,2,2,1
85524,Aditya,M,4812,3,3,1
85525,Adrell,M,5,2,4,2
85526,Aeric,M,116,2,2,1
85527,Ahmond,M,20,2,4,2
85528,Alaa,M,414,2,1,0.5
85529,Alamin,M,131,3,3,1
85530,Alhaji,M,191,3,3,1
85531,Ambar,M,5,2,3,1.5
85532,Amrit,M,525,2,3,1.5
85533,Andon,M,981,2,3,1.5
85534,Anquan,M,238,2,3,1.5
85535,Aquan,M,137,2,2,1
85536,Araya,M,5,3,2,0.666666667
85537,Ashlin,M,155,2,4,2
85538,Ashur,M,518,2,3,1.5
85539,Asiah,M,287,2,2,1
85540,Aslan,M,690,2,3,1.5
85541,Ata,M,236,2,1,0.5
85542,Atari,M,85,3,2,0.666666667
85543,Auriel,M,49,2,2,1
85544,Aviel,M,762,2,2,1
85545,Ayatollah,M,6,4,5,1.25
85546,Azeem,M,490,2,2,1
85547,Azhar,M,206,2,3,1.5
85548,Babygirl,M,6,3,6,2
85549,Bai,M,5,1,1,1
85550,Barbaro,M,15,3,4,1.333333333
85551,Behrang,M,9,2,5,2.5
85552,Bharat,M,183,2,4,2
85553,Bleu,M,80,1,2,2
85554,Bobak,M,122,2,3,1.5
85555,Bravlio,M,134,2,4,2
85556,Brayan,M,14434,1,4,4
85557,Brence,M,5,2,4,2
85558,Brenner,M,1073,2,5,2.5
85559,Brenon,M,266,2,4,2
85560,Brianda,M,5,2,4,2
85561,Bric,M,28,1,3,3
85562,Brishen,M,7,2,5,2.5
85563,Brison,M,1060,2,4,2
85564,Brookes,M,84,1,4,4
85565,Caden,M,60521,2,3,1.5
85566,Cairo,M,2469,2,2,1
85567,Camber,M,33,2,4,2
85568,Camen,M,55,2,3,1.5
85569,Chade,M,18,2,3,1.5
85570,Chadwyck,M,37,2,7,3.5
85571,Chamar,M,229,2,4,2
85572,Chamel,M,5,2,4,2
85573,Chanson,M,173,2,5,2.5
85574,Chazz,M,1276,1,4,4
85575,Chelton,M,16,2,5,2.5
85576,Cheng,M,617,1,4,4
85577,Chevas,M,23,2,4,2
85578,Chih,M,6,1,3,3
85579,Chimere,M,5,3,4,1.333333333
85580,Christion,M,1163,2,6,3
85581,Ciera,M,5,2,2,1
85582,Colley,M,18,2,4,2
85583,Coti,M,11,2,2,1
85584,Coulter,M,642,2,4,2
85585,Daemion,M,126,2,3,1.5
85586,Daiman,M,7,2,3,1.5
85587,Daivid,M,5,2,3,1.5
85588,Dakotah,M,2991,3,4,1.333333333
85589,Dalibor,M,5,3,4,1.333333333
85590,Damiam,M,5,2,3,1.5
85591,Dang,M,298,1,3,3
85592,Dantoni,M,11,3,4,1.333333333
85593,Dantonio,M,170,4,4,1
85594,Dariush,M,121,2,4,2
85595,Dashiell,M,2239,2,5,2.5
85596,Dat,M,529,1,2,2
85597,Davar,M,12,2,3,1.5
85598,Daylen,M,2982,2,4,2
85599,Daymeon,M,130,2,4,2
85600,Deandrew,M,292,2,5,2.5
85601,Deavin,M,127,2,3,1.5
85602,Dederick,M,45,3,5,1.666666667
85603,Deedrick,M,12,2,5,2.5
85604,Demarkis,M,117,3,5,1.666666667
85605,Demion,M,10,2,3,1.5
85606,Demis,M,10,2,3,1.5
85607,Dendrick,M,10,2,6,3
85608,Deontay,M,1072,2,4,2
85609,Depree,M,17,2,3,1.5
85610,Derelle,M,80,3,4,1.333333333
85611,Derrus,M,9,2,4,2
85612,Detwan,M,26,2,4,2
85613,Devesh,M,252,2,4,2
85614,Devinn,M,272,2,4,2
85615,Dilanjan,M,13,3,5,1.666666667
85616,Dillion,M,3510,2,4,2
85617,Diomedes,M,21,3,4,1.333333333
85618,Dishaun,M,5,2,4,2
85619,Dkwon,M,6,1,4,4
85620,Dmario,M,425,2,3,1.5
85621,Dunta,M,10,2,3,1.5
85622,Dwaun,M,48,1,3,3
85623,Dyson,M,1376,2,4,2
85624,Ehron,M,13,2,3,1.5
85625,Eiad,M,11,1,1,1
85626,Elchonon,M,258,3,5,1.666666667
85627,Eldrin,M,15,2,4,2
85628,Elijiah,M,1036,3,3,1
85629,Enmanuel,M,994,3,4,1.333333333
85630,Ernan,M,317,2,3,1.5
85631,Farouk,M,223,2,3,1.5
85632,Farzad,M,120,2,4,2
85633,Fontane,M,5,3,4,1.333333333
85634,Garbriel,M,31,2,5,2.5
85635,Geddy,M,180,2,4,2
85636,Georffrey,M,16,2,6,3
85637,Geovany,M,1555,3,4,1.333333333
85638,Germany,M,185,3,5,1.666666667
85639,Givon,M,30,2,3,1.5
85640,Grzegorz,M,35,2,6,3
85641,Guarionex,M,5,3,4,1.333333333
85642,Hailee,M,6,2,2,1
85643,Hamzah,M,1225,2,4,2
85644,Haralabos,M,5,4,5,1.25
85645,Harpreet,M,249,2,5,2.5
85646,Hashem,M,391,2,4,2
85647,Hiroki,M,365,3,3,1
85648,Hommy,M,6,2,4,2
85649,Husain,M,324,2,3,1.5
85650,Hyon,M,5,1,3,3
85651,Ibraheem,M,1228,3,4,1.333333333
85652,Ilias,M,706,2,2,1
85653,Isak,M,935,2,2,1
85654,Isaul,M,152,2,2,1
85655,Ishi,M,7,2,2,1
85656,Jabon,M,6,2,3,1.5
85657,Jabriel,M,866,2,4,2
85658,Jabril,M,1390,2,4,2
85659,Jacobus,M,116,3,4,1.333333333
85660,Jagdeep,M,44,2,4,2
85661,Jaimar,M,21,2,3,1.5
85662,Jakari,M,2849,3,3,1
85663,Jakarri,M,318,3,4,1.333333333
85664,Jamard,M,32,2,4,2
85665,Jamari,M,11626,3,3,1
85666,Jamaris,M,370,3,4,1.333333333
85667,Jameen,M,5,2,3,1.5
85668,Jamion,M,218,2,3,1.5
85669,Janvier,M,17,3,4,1.333333333
85670,Japhet,M,222,2,4,2
85671,Jarard,M,42,2,4,2
85672,Jaray,M,256,2,3,1.5
85673,Jaryl,M,11,2,4,2
85674,Jaryn,M,549,2,4,2
85675,Jasmaine,M,6,3,4,1.333333333
85676,Jasmen,M,11,2,4,2
85677,Jatin,M,298,2,3,1.5
85678,Jatinder,M,34,3,5,1.666666667
85679,Javid,M,374,2,3,1.5
85680,Javor,M,5,2,3,1.5
85681,Javoris,M,396,3,4,1.333333333
85682,Jaydon,M,8494,2,4,2
85683,Jayvon,M,3430,2,4,2
85684,Jeason,M,10,2,3,1.5
85685,Jehad,M,175,2,3,1.5
85686,Jemario,M,98,3,3,1
85687,Jemelle,M,30,3,4,1.333333333
85688,Jemiah,M,99,2,3,1.5
85689,Jenson,M,1759,2,4,2
85690,Jerade,M,11,3,3,1
85691,Jeramiha,M,28,4,4,1
85692,Jerediah,M,22,3,4,1.333333333
85693,Jerek,M,478,2,3,1.5
85694,Jeren,M,399,2,3,1.5
85695,Jereny,M,6,3,4,1.333333333
85696,Jermery,M,110,3,5,1.666666667
85697,Jerrimiah,M,30,3,5,1.666666667
85698,Jerud,M,16,2,3,1.5
85699,Jesper,M,127,2,4,2
85700,Jimmel,M,22,2,4,2
85701,Jmichael,M,65,2,5,2.5
85702,Joee,M,5,1,1,1
85703,Johnchristopher,M,118,4,11,2.75
85704,Johnjoseph,M,202,3,7,2.333333333
85705,Johnte,M,177,2,4,2
85706,Johnwilliam,M,218,3,7,2.333333333
85707,Joran,M,192,2,3,1.5
85708,Jordann,M,59,2,5,2.5
85709,Jordyn,M,5160,2,5,2.5
85710,Jorel,M,994,2,3,1.5
85711,Jorell,M,474,2,4,2
85712,Jorrell,M,149,2,5,2.5
85713,Josehua,M,102,3,3,1
85714,Josephe,M,32,3,4,1.333333333
85715,Josephmichael,M,97,4,8,2
85716,Joshoua,M,10,2,3,1.5
85717,Joushua,M,90,2,3,1.5
85718,Jovann,M,109,2,4,2
85719,Jovanny,M,4431,3,5,1.666666667
85721,Ju,M,12,1,1,1
85722,Kaeo,M,276,1,1,1
85723,Kahlid,M,26,2,4,2
85724,Kaile,M,22,2,2,1
85725,Kalpesh,M,17,2,5,2.5
85726,Kamaal,M,293,2,3,1.5
85727,Kamien,M,6,2,3,1.5
85728,Karac,M,36,2,3,1.5
85729,Karega,M,11,3,3,1
